id_veterinaries,place_name,address_vet,Schedule,class_activity_vet,rating_vet,latitud,longitud
121,VETERINARIA,"PIPILA 1289 1 COL. BARRIO ALTO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73886378,-106.4921404
122,VETERINARIA,"PLUTARCO ELIAS CALLES 344  COL. 2A BUROCRATA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73394903,-106.4405181
123,VETERINARIA,"RAFAEL VELARDE 2396  COL. MONTERREY, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.72361445,-106.4907357
124,VETERINARIA,"OBALDIA 1571  COL. HEROES DE MEXICO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.61661381,-106.3477718
125,VETERINARIA  ESTETICA ORION,"VALENTIN FUENTES 2069  COL. FRACC EL PORTAL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71224333,-106.4341532
126,VETERINARIA  ZAK,"TECNOLOGICO 5298 2 COL. EMILIANO ZAPATA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.7359085,-106.4247069
127,VETERINARIA 101 MASCOTAS Y ALGO MAS,"QUINTA 1574  COL. TORRES DEL PRI, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6353759,-106.388741
128,VETERINARIA 4 PATAS LA ORIGINAL,"SANTIAGO BLANCAS 7804  COL. ROMA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63593668,-106.3973281
129,VETERINARIA AEROPUERTO,"MANUEL J. CLOUTHIER (JILOTEPEC) 7505  COL. AMPLIACION AEROPUERTO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,4.7,31.6686658,-106.415589
130,VETERINARIA ALBEYTARES,"EJIDO SAN VALENTIN 1114  COL. MORELOS 2, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63894904,-106.3728077
131,VETERINARIA ALFS,"CLORO 1753  COL. ALTAVISTA, JUÁREZ, CHIHUAHUA",,Comercio al por menor de mascotas,null,31.75446133,-106.5009547
132,VETERINARIA ALVE,"CANTERA 110  COL. MORELOS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67923374,-106.4774027
133,VETERINARIA ALYJO,"NAPOLES   COL. PRADERAS DE LOS OASIS II, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65728053,-106.463106
134,VETERINARIA ANGELES,"MARGARITO HERRERA 7402  COL. FERNANDO BAEZA M, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.64255122,-106.3926843
135,VETERINARIA ANIMAL CARE,"DE LOS INSURGENTES 1918  COL. EX HIPODROMO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73292368,-106.4674475
136,VETERINARIA ANIVIS,"IZTACCIHUATL 5512  COL. ERENDIRA, JUÁREZ, CHIHUAHUA",,Comercio al por menor de mascotas,null,31.67346559,-106.4163013
137,VETERINARIA ARNAL REVELES,"PUERTO DE PALOS 1388 3 COL. PATRIA, JUÁREZ, CHIHUAHUA",,Comercio al por mayor de medicamentos veterinarios y alimentos para animales,null,31.62205998,-106.3436049
138,VETERINARIA BACHILLERES,"VALENTIN FUENTES   COL. SAN MIGUEL DE ALLENDE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71919912,-106.4318502
139,VETERINARIA BATISTA,"DE LOS AZTECAS 6909  COL. LIBERTAD, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.68531966,-106.4790124
140,VETERINARIA CAMPANARIO,"PASEO DE COMPOSITORES 1514  COL. EL CAMPANARIO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.61127031,-106.3947606
141,VETERINARIA CASAS GRANDES,"LICENCIADO OSCAR FLORES SANCHEZ   COL. KILOMETRO 5, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.69968484,-106.44328
142,VETERINARIA CASTAÑEDA,"RAMON RAYON   COL. RINCONADA DE LAS TORRES III, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.61847467,-106.3773362
143,VETERINARIA CATALAN,"MANUEL GOMEZ MORIN   COL. DEL CRUCERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.72402449,-106.4240673
144,VETERINARIA CATS AND DOGS,"MANUEL GOMEZ MORIN 1525  COL. FIDEL AVILA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6803403,-106.3711613
145,VETERINARIA CENTRAL,"AERONAUTICA  7 COL. JARDINES DEL AEROPUERTO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.62011369,-106.4402935
146,VETERINARIA CEREVET,"MESA CENTRAL 2915  COL. PROFESORA SIMONA BARBARA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.5940779,-106.3722267
147,VETERINARIA CHANOC,"JUAREZ-PORVENIR   COL. ZARAGOZA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6479794,-106.3553231
148,VETERINARIA CHARLY,"16 DE SEPTIEMBRE 681  COL. MONUMENTO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73892943,-106.4778894
149,VETERINARIA CONSU VET,"JUAREZ-PORVENIR 880  COL. ZARAGOZITA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6388293,-106.3384258
150,VETERINARIA D BULLS,"MORENCE 243 4 COL. PRADERAS DEL SUR, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.62130807,-106.3724179
151,VETERINARIA DEL ANGEL,"ANTIGUO CAMINO A SAN JOSE   COL. PARTIDO IGLESIAS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.70655458,-106.4242427
152,VETERINARIA DEL DESIERTO,"JUAREZ-CASAS GRANDES   COL. KM20, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.60723502,-106.4585564
153,VETERINARIA DEL NORTE,"ZARAGOZA 1009  COL. 1RO DE MAYO, JUÁREZ, CHIHUAHUA",,Consultorios de medicina general del sector privado,null,31.66047051,-106.4507543
154,VETERINARIA DEL PONIENTE,"CHIAPAS   COL. FRONTERIZA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73450758,-106.529187
155,VETERINARIA DIVISION DEL NORTE,"DIVISION DEL NORTE 2808  COL. EMILIANO ZAPATA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.72494471,-106.5056347
156,VETERINARIA DOCTOR PORTILLO,"EDUARDO ESTRADA GARCIA 339  COL. HORIZONTEZ DEL SUR, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.60918267,-106.3790008
157,VETERINARIA DOG T,"MESA CENTRAL 2754  COL. OLIVIA ESPINOZA DE BERMUDEZ, JUÁREZ, CHIHUAHUA",,Comercio al por menor de mascotas,null,31.59728146,-106.3683846
158,VETERINARIA DOG T,"DESIERTO DE ARGENTINA 1527 24 COL. CARLOS CHAVIRA BECERRA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.59583939,-106.358988
159,VETERINARIA DOGUITO,"PERIMETRAL CARLOS AMAYA 2418  COL. AZTECA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6957266,-106.4704486
160,VETERINARIA DOS AMIGOS,"BARRANCO AZUL 1211  COL. TORIBIO ORTEGA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.64494686,-106.4586742
161,VETERINARIA DOS AMIGOS,"BARRANCO AZUL   COL. COLONIA TORIBIO ORTEGA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.64505759,-106.4588761
162,VETERINARIA DR. DE LEON,"MONTES URALES 6621  COL. LOMAS DEL REY, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67085319,-106.4295186
163,VETERINARIA DR. MIGUEL GUEVARA,"16 DE SEPTIEMBRE 0  COL. PARTIDO ROMERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73817487,-106.467693
164,VETERINARIA EDLI CENTENO,"CENTENO 7509  COL. GRANJERO, JUÁREZ, CHIHUAHUA","Lunes: 8:00 AM – 8:00 PM, Martes: 8:00 AM – 8:00 PM, Miércoles: 8:00 AM – 8:00 PM, Jueves: 8:00 AM – 8:00 PM, Viernes: 8:00 AM – 8:00 PM, Sabado: 8:00 AM – 5:00 PM, Domingo: 8:00 AM – 2:00 PM, ",Servicios veterinarios para mascotas ,4.7,31.66510549,-106.4161498
165,VETERINARIA EDLI,"TRIGO 7511  COL. GRANJERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.665891,-106.4148605
166,VETERINARIA EL POTRO,"TECNOLOGICO 0  COL. GRANJAS POLO GAMBOA, JUÁREZ, CHIHUAHUA",,Comercio al por menor de mascotas,null,31.59315581,-106.4584163
167,VETERINARIA EL RANCHO,"MORERA 2183  COL. FRANCISCO VILLA (NORPONIENTE), JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.76086789,-106.5114179
168,VETERINARIA ESTETICA CANINA EXPETS JUAREZ,"JUSTO SIERRA   COL. MANUEL VALDEZ III, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.62817351,-106.3575713
169,VETERINARIA FAMILY PET,"BOSQUES DE JACARANDAS   COL. REAL DE SAN JOSE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.70355535,-106.4134665
170,VETERINARIA FERNANDEZ,"DE LAS AMERICAS 1128  COL. ZONA PRONAF, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.74680121,-106.4555954
171,VETERINARIA FIDO,"VALLE DEL SOL 1951 7 COL. EJIDO SALVARCAR, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.69378451,-106.3720759
172,VETERINARIA FOXY,"HIDROGENO 1274  COL. ALTAVISTA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.75223076,-106.5047496
173,VETERINARIA GALERIAS,"PEDRO ROSALES DE LEON 1770  COL. GALERIAS TEC, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71598562,-106.4238213
174,VETERINARIA GALGODROMO,"VICENTE GUERRERO 8515  COL. LAS QUINTAS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73213802,-106.4020406
175,VETERINARIA GARZA,"PERIMETRAL CARLOS AMAYA 389  COL. CONSTITUCION, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.70483765,-106.4577133
176,VETERINARIA HACIENDAS,"HACIENDA DEL RETIRO 3328  COL. HACIENDA DE LAS TORRES UNIVERSIDAD, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.59255637,-106.399715
177,VETERINARIA HAPPY DOG,"PORFIRIO DIAZ 10149  COL. LAS DUNAS (IVIECH), JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.64985576,-106.3901809
178,VETERINARIA HERFORD,"16 DE SEPTIEMBRE 1381  COL. PARTIDO ROMERO, JUÁREZ, CHIHUAHUA",,Comercio al por mayor de medicamentos veterinarios y alimentos para animales,null,31.73860616,-106.4717899
179,VETERINARIA HERMOSAS HUELLITAS,"NOGAL 306  COL. INSURGENTES, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.74700005,-106.5207146
180,VETERINARIA INDEPENDENCIA,"PRESA CENTENARIO 546  COL. INDEPENDENCIA I, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.69412956,-106.4524371
181,VETERINARIA JILOTEPEC,"MANUEL J. CLOUTHIER (JILOTEPEC) 8319  COL. AMPLIACION AEROPUERTO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,3.8,31.66763638,-106.4064843
182,VETERINARIA JUAREZ NUEVO,"A. ALVAREZ Y A.  29 COL. INFONAVIT JUAREZ NUEVO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65126767,-106.3954162
183,VETERINARIA KAPI,"CENTENO 6272  COL. COLINAS DE JUAREZ, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,4.9,31.6660999,-106.4371097
184,VETERINARIA LA CUESTA,"TECNOLOGICO 5311  COL. JARUDO, JUÁREZ, CHIHUAHUA","Lunes: 10:00 AM – 6:00 PM, Martes: 10:00 AM – 6:00 PM, Miércoles: 10:00 AM – 6:00 PM, Jueves: 10:00 AM – 6:00 PM, Viernes: 10:00 AM – 6:00 PM, Sabado: 10:00 AM – 6:00 PM, Domingo: 10:00 AM – 4:00 PM, ",Comercio al por menor de mascotas,4.3,31.67819036,-106.4247916
185,VETERINARIA LARA,"PEDRO ROSALES DE LEON 5446  COL. SAN ANGEL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.72003167,-106.4377168
186,VETERINARIA LAS TORRES,"DE LAS TORRES 7618  COL. FERNANDO BAEZA M, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63894072,-106.3910358
187,VETERINARIA LIBRAMIENTO,"HENEQUEN 1158  COL. HEROES DE MEXICO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.61828502,-106.3484137
188,VETERINARIA LOBO,"SEPTIMA 1514  COL. TORRES DEL PRI, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63667835,-106.3873921
189,VETERINARIA LOPEZ MATEOS,"MONTEMAYOR 2022 4 COL. ARCINIEGA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.7148509,-106.4512026
190,VETERINARIA LOS PARQUES,"VICENTE GUERRERO 7736  COL. LOS PARQUES, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73270336,-106.4116486
191,VETERINARIA MARGARITA,"MANUEL GOMEZ MORIN 1520 6 COL. SATELITE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67275548,-106.3681768
192,VETERINARIA MAU,"NUEVA ZELANDA 7831  COL. OASIS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65556352,-106.4155299
193,VETERINARIA MEZQUITAL,"MEZQUITAL 3679  COL. EL MEZQUITAL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.58741833,-106.4015813
194,VETERINARIA MIS 3 BULLS,"DURAZNOS 194  COL. ZARAGOZA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63297823,-106.3604363
195,VETERINARIA MOLOSO,"A 11425  COL. CORDERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.69031125,-106.3796399
196,VETERINARIA MONIS,"COSTA DE MARFIL   COL. PARQUE INDUSTRIAL ZARAGOZA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65335787,-106.4272958
197,VETERINARIA MR DOG,"DE LA RAZA 5385 16 COL. MASCAREÑAS, JUÁREZ, CHIHUAHUA",,Otros servicios personales,null,31.728027,-106.4375699
198,VETERINARIA OASIS,"DEL GRANJERO 7004  COL. OASIS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65909729,-106.424072
199,VETERINARIA OASIS,"GENERAL SANTOS ORTIZ 1439  COL. OASIS REVOLUCION, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.66019028,-106.4543638
200,VETERINARIA OHANA,"PLUTARCO ELIAS CALLES 2690  COL. DIVISION DEL  NORTE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.7063548,-106.4470136
201,VETERINARIA PARAJES,"DESIERTO MAGREB 1509 8 COL. PARAJE DE ORIENTE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.60121988,-106.3558471
202,VETERINARIA PATAS DESCALZAS,"PONCIANO ARRIAGA 2421  COL. REVOLUCION MEXICANA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67716211,-106.4624151
203,VETERINARIA PATY,"AZUCENAS 3070  COL. ZACATECAS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.74798359,-106.4972483
204,VETERINARIA PEQUES,"TECNOLOGICO   COL. RINCON DEL VALLE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,4.6,31.6934171,-106.4247289
205,VETERINARIA PERROS INC,"VICENTE GUERRERO 2325  COL. PARTIDO ROMERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73491315,-106.4629897
206,VETERINARIA PERROS Y GATOS,"CASAS GRANDES 11516 1 COL. JARDINES DE SATELITE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67892476,-106.3809244
207,VETERINARIA PET INC,"PERIMETRAL CARLOS AMAYA 3013  COL. AZTECA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.69591587,-106.4811851
208,VETERINARIA PETZ,"INDEPENDENCIA 2994  COL. EL MEZQUITAL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.59718809,-106.3838421
209,VETERINARIA POCAS PULGAS,"TECNOLOGICO 5671  COL. LA CUESTA II, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.67110292,-106.4256975
210,VETERINARIA PRADERA,"RANCHO EL 24 3020  COL. PRADERA DORADA, JUÁREZ, CHIHUAHUA","Lunes: 10:00 AM – 7:00 PM, Martes: 10:00 AM – 7:00 PM, Miércoles: 10:00 AM – 7:00 PM, Jueves: 10:00 AM – 7:00 PM, Viernes: 10:00 AM – 7:00 PM, Sabado: 10:00 AM – 3:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,4.8,31.70071534,-106.4226968
211,VETERINARIA PUPPY,"OAXACA 960  COL. MORELOS 1, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6420672,-106.3762492
212,VETERINARIA RAMIREZ,"MANUEL GOMEZ MORIN   COL. ADICION CAMPESTRE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71423659,-106.4117097
213,VETERINARIA RECOVEY,"NINGUNO   COL. CARLOS CASTILLO PERAZA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.58780491,-106.3701548
214,VETERINARIA REFORMA,"REFORMA 3110 5 COL. MELCHOR OCAMPO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71898131,-106.4630296
215,VETERINARIA ROMA,"NABOGAME 8110  COL. ROMA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63160496,-106.3989086
216,VETERINARIA ROMU,"LAS CUMBRES 970  COL. EL FORTIN, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63702792,-106.3682138
217,VETERINARIA SAN FERNANDO,"SIMONA BARBA 6415  COL. PARTIDO LA FUENTE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.72095227,-106.4269966
218,VETERINARIA SAN JOSE,"MANUEL PAYNO   COL. REFORMA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71543921,-106.4573837
219,VETERINARIA SAN LORENZO,"L. DE TAMIAHUA 220 4 COL. MEXICO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.74043486,-106.4243622
220,VETERINARIA SANDERS,"SANDERS 420  COL. SANTA ROSA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71851108,-106.4715623
221,VETERINARIA SANTA FE,"CARLOS VILLARREAL 1077  COL. PARTIDO ROMERO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.74053239,-106.4737785
222,VETERINARIA SANTA FE,"VALLE DEL SOL 3047  COL. VALLE DEL SOL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73907897,-106.4057992
223,VETERINARIA SANTA MARIA,"HACIENDA DEL PORVENIR 1302  COL. HACIENDA DE LAS TORRES UNIVERSIDAD, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.59436135,-106.3879382
224,VETERINARIA SANTA ROSA,"SEVILLA 4310  COL. SANTA ROSA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.71692539,-106.4718451
225,VETERINARIA SARABIA,"FRANCISCO SARABIA   COL. CENTRO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73206978,-106.4885371
226,VETERINARIA SATELITE,"MANUEL GOMEZ MORIN 9906  COL. PARTIDO SENECU, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6942025,-106.3869775
227,VETERINARIA SEGA,"ZARAGOZA 1206  COL. 0ASIS REVOLUCION, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.66032126,-106.4522076
228,VETERINARIA SENECU,"MANUEL GOMEZ MORIN 9050  COL. SENECU, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.70064012,-106.3977645
229,VETERINARIA SIN NOMBRE,"SORICHI 7804  COL. ROMA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63517602,-106.3966377
230,VETERINARIA SPRINGFIELD ANIMAL HEALTH,"IGNACIO ALLENDE 277  COL. MORELOS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.63745832,-106.3605206
231,VETERINARIA SUPER CAN,"UGANDA 7332  COL. OASIS ORIENTE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65501645,-106.4219746
232,VETERINARIA TOPOGIGIO,"DEL GRANJERO 7804  COL. OASIS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65727008,-106.415181
233,VETERINARIA TORRES SOL,"RAMON RAYON 9951  COL. PRADERA DE LOS ALAMOS, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.62199013,-106.400424
234,VETERINARIA TRES ANIMALITOS,"MARCOS M. FLORES 916  COL. MUNICIPIO LIBRE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.60161158,-106.3874666
235,VETERINARIA VET AND GROOMING,"ZARAGOZA 6751  COL. NUEVO HIPODROMO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.65980251,-106.4454162
236,VETERINARIA VET PET,"CANARIOS 3238  COL. PASEO DEL SOL, JUÁREZ, CHIHUAHUA","Lunes: 9:00 AM – 5:00 PM, Martes: 9:00 AM – 5:00 PM, Miércoles: 9:00 AM – 5:00 PM, Jueves: 9:00 AM – 5:00 PM, Viernes: 9:00 AM – 5:00 PM, Sabado: 9:00 AM – 3:00 PM, Domingo: 9:00 AM – 3:00 PM, ",Servicios veterinarios para mascotas ,4.7,31.69872552,-106.4284166
237,VETERINARIA VIDA ANIMAL,"LA LUZ 960  COL. JARDINES DEL VALLE, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.66287841,-106.3690709
238,VETERINARIA VILLAS DE SALVARCAR,"VILLA VERDE 2315  COL. VILLAS DE SALVACAR, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.61619611,-106.3900254
239,VETERINARIA VIVAL,"FRANCISCO TZITZA 2255  COL. FRAY GARCIA DE SAN FRANCISCO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.60368746,-106.3643659
240,VETERINARIA WATERFILL,"WATERFILL 209  COL. RINCON DE WATERFILL, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.6683032,-106.3517494
241,VETERINARIA Y ESTETICA CANINA GRECIA,"GRECIA 0  COL. LINDA VISTA, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.70495593,-106.4742776
242,VETERINARIA Y MASCOTAS DEL CENTRO,"ABRAHAM GONZALEZ 155  COL. ZONA CENTRO, JUÁREZ, CHIHUAHUA",,Comercio al por menor de mascotas,null,31.74022934,-106.4846583
243,VETERINARIA ZARAGOZA,"EJIDO SAN VALENTIN 666  COL. MORELOS 1, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.64194808,-106.369379
244,VETRINARIA WATERFIL,"WATERFILL 209  COL. WATERFILL RIO BRAVO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.66852532,-106.3524319
245,ZOE CLINICA VETERINARIA Y ESTETICA,"VICENTE GUERRERO 4837  COL. DEL COLEGIO, JUÁREZ, CHIHUAHUA",,Servicios veterinarios para mascotas ,null,31.73359016,-106.4432122
246,Veterinaria del Ángel,"Av. Ejército Nacional 6905, Partido Iglesias, 32536 Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 5:00 PM, Martes: 10:00 AM – 5:00 PM, Miércoles: 10:00 AM – 5:00 PM, Jueves: 10:00 AM – 5:00 PM, Viernes: 10:00 AM – 5:00 PM, Sabado: 10:00 AM – 5:00 PM, Domingo: 10:00 AM – 2:00 PM, ",,4.8,31.7064747,-106.4236297
247,Vet&Grooming,"Segunda de Querétaro 6535-1, Lomas de San José, 32680 Cd Juárez, Chih., Mexico","Lunes: 10:00 AM – 6:00 PM, Martes: 10:00 AM – 6:00 PM, Miércoles: 10:00 AM – 6:00 PM, Jueves: 10:00 AM – 6:00 PM, Viernes: 10:00 AM – 6:00 PM, Sabado: 10:00 AM – 6:00 PM, Domingo: Cerrado, ",,4.4,31.6601213,-106.4293481
248,Grupo Bemasa,"Av. Tecnológico 3087, Tecnológico, 32538 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 5:30 PM, Martes: 9:00 AM – 5:30 PM, Miércoles: 9:00 AM – 5:30 PM, Jueves: 9:00 AM – 5:30 PM, Viernes: 9:00 AM – 5:30 PM, Sabado: 9:00 AM – 1:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,null,31.6993913,-106.4252619
249,Distribuidora loya,"C. Jiquilpan 7853, Eréndira, 32662 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 6:00 PM, Martes: 9:00 AM – 6:00 PM, Miércoles: 9:00 AM – 6:00 AM, Jueves: 9:00 AM – 6:00 AM, Viernes: 9:00 AM – 6:00 AM, Sabado: 9:00 AM – 3:00 PM, Domingo: Cerrado, ","Comercio al por mayor de medicamentos veterinarios y alimentos para animales, servicios veterinarios para mascotas",5,31.6723393,-106.4100511
250,Jiménez Contreras Silvia,"Rancho el 24 3020, Pradera Dorada, 32618 Cd Juárez, Chih., Mexico",,Servicios veterinarios para mascotas ,4.3,31.7007001,-106.4225907
251,Paso del Norte Clínica Veterinaria,"C. Nayarit #6814, Ampliación Aeropuerto, 32390 Cd Juárez, Chih., Mexico","Lunes: 9:00 AM – 6:00 PM, Martes: 9:00 AM – 6:00 PM, Miércoles: 9:00 AM – 6:00 PM, Jueves: 9:00 AM – 6:00 PM, Viernes: 9:00 AM – 6:00 PM, Sabado: 9:00 AM – 6:00 PM, Domingo: Cerrado, ",Servicios veterinarios para mascotas ,5,31.6643981,-106.4268876
